name,type,temp_c,humidity_pct,seasons,spoilage_status,CO2_ppm,Ethylene_ppm,NH3_ppm,H2S_ppm,VOC_ppm,O2_%,Transit_Duration_hrs,source,min_optimal_temp,max_optimal_temp,min_optimal_humidity,max_optimal_humidity,shelf_life
Leafy Greens,General_IoT,8.5,84.8,Winter,WARN,2579.6,2.787,15.305,1.1702,24.8,11.55,29.450000000000003,IoT_Timeseries,2.0,6.0,80.0,90.0,7.0
Leafy Greens,General_IoT,7.9,80.6,Winter,WARN,1382.0,0.421,4.333,4.6516,228.5,11.55,29.450000000000003,IoT_Timeseries,2.0,6.0,80.0,90.0,7.0
Leafy Greens,General_IoT,8.2,91.7,Winter,WARN,1270.4,3.813,14.827,1.9774,449.0,11.55,29.450000000000003,IoT_Timeseries,2.0,6.0,80.0,90.0,7.0
Leafy Greens,General_IoT,5.5,94.4,Winter,OK,421.5,2.566,2.455,2.8542,508.6,11.55,29.450000000000003,IoT_Timeseries,2.0,6.0,80.0,90.0,7.0
Leafy Greens,General_IoT,5.5,82.4,Winter,WARN,1939.1,5.653,13.661,3.8893,317.1,11.55,29.450000000000003,IoT_Timeseries,2.0,6.0,80.0,90.0,7.0
Leafy Greens,General_IoT,3.9,90.7,Winter,WARN,2840.1,4.747,8.859,6.0285,415.9,11.55,29.450000000000003,IoT_Timeseries,2.0,6.0,80.0,90.0,7.0
Leafy Greens,General_IoT,7.5,87.5,Winter,WARN,1579.6,0.773,14.718,1.8399,115.7,11.55,29.450000000000003,IoT_Timeseries,2.0,6.0,80.0,90.0,7.0
Leafy Greens,General_IoT,8.4,88.3,Winter,WARN,2390.7,1.929,0.618,1.4745,283.1,11.55,29.450000000000003,IoT_Timeseries,2.0,6.0,80.0,90.0,7.0
Leafy Greens,General_IoT,5.9,93.9,Winter,WARN,978.4,2.556,4.119,5.3877,253.6,11.55,29.450000000000003,IoT_Timeseries,2.0,6.0,80.0,90.0,7.0
Leafy Greens,General_IoT,4.4,70.8,Winter,WARN,2547.4,6.204,15.546,1.3487,79.7,11.55,29.450000000000003,IoT_Timeseries,2.0,6.0,80.0,90.0,7.0
Leafy Greens,General_IoT,2.7,84.7,Winter,WARN,843.0,5.725,15.484,4.4252,405.4,11.55,29.450000000000003,IoT_Timeseries,2.0,6.0,80.0,90.0,7.0
Leafy Greens,General_IoT,2.5,85.7,Winter,WARN,2192.6,1.776,15.1,4.1812,97.8,11.55,29.450000000000003,IoT_Timeseries,2.0,6.0,80.0,90.0,7.0
Leafy Greens,General_IoT,3.3,83.5,Winter,WARN,656.9,0.947,11.417,5.5548,309.2,11.55,29.450000000000003,IoT_Timeseries,2.0,6.0,80.0,90.0,7.0
Leafy Greens,General_IoT,4.9,93.0,Winter,WARN,1457.9,2.469,3.337,7.4984,476.5,11.55,29.450000000000003,IoT_Timeseries,2.0,6.0,80.0,90.0,7.0
Leafy Greens,General_IoT,8.7,71.4,Winter,WARN,1490.0,5.469,1.963,0.3902,116.6,11.55,29.450000000000003,IoT_Timeseries,2.0,6.0,80.0,90.0,7.0
Leafy Greens,General_IoT,3.3,78.5,Winter,WARN,2097.3,6.231,1.032,6.0142,27.7,11.55,29.450000000000003,IoT_Timeseries,2.0,6.0,80.0,90.0,7.0
Leafy Greens,General_IoT,6.5,75.8,Winter,WARN,1464.1,0.219,10.004,2.6168,275.5,11.55,29.450000000000003,IoT_Timeseries,2.0,6.0,80.0,90.0,7.0
Leafy Greens,General_IoT,9.1,65.4,Winter,WARN,2476.2,3.143,4.021,1.4933,447.6,11.55,29.450000000000003,IoT_Timeseries,2.0,6.0,80.0,90.0,7.0
Leafy Greens,General_IoT,6.1,66.2,Winter,WARN,1724.2,4.458,16.454,3.9054,114.3,11.55,29.450000000000003,IoT_Timeseries,2.0,6.0,80.0,90.0,7.0
Leafy Greens,General_IoT,8.3,70.0,Winter,WARN,2500.1,3.276,18.131,0.0506,155.4,11.55,29.450000000000003,IoT_Timeseries,2.0,6.0,80.0,90.0,7.0
Leafy Greens,General_IoT,8.8,73.8,Winter,WARN,2444.9,1.275,16.965,1.1596,376.7,11.55,29.450000000000003,IoT_Timeseries,2.0,6.0,80.0,90.0,7.0
Leafy Greens,General_IoT,4.8,93.1,Winter,WARN,2299.1,2.143,11.083,6.751,464.8,11.55,29.450000000000003,IoT_Timeseries,2.0,6.0,80.0,90.0,7.0
Leafy Greens,General_IoT,7.2,83.8,Winter,WARN,1221.1,0.923,4.268,3.3536,381.4,11.55,29.450000000000003,IoT_Timeseries,2.0,6.0,80.0,90.0,7.0
Leafy Greens,General_IoT,8.0,81.2,Winter,WARN,691.1,0.76,0.711,4.8068,73.4,11.55,29.450000000000003,IoT_Timeseries,2.0,6.0,80.0,90.0,7.0
Leafy Greens,General_IoT,6.5,73.6,Winter,WARN,1977.3,2.943,10.289,4.0042,255.6,11.55,29.450000000000003,IoT_Timeseries,2.0,6.0,80.0,90.0,7.0
Leafy Greens,General_IoT,5.8,78.7,Winter,WARN,461.5,3.162,14.535,5.6006,574.4,11.55,29.450000000000003,IoT_Timeseries,2.0,6.0,80.0,90.0,7.0
Leafy Greens,General_IoT,7.5,78.1,Winter,WARN,513.4,5.309,7.831,6.5101,549.4,11.55,29.450000000000003,IoT_Timeseries,2.0,6.0,80.0,90.0,7.0
Leafy Greens,General_IoT,8.7,73.1,Winter,WARN,1536.3,6.94,8.801,4.3762,78.3,11.55,29.450000000000003,IoT_Timeseries,2.0,6.0,80.0,90.0,7.0
Leafy Greens,General_IoT,6.3,67.0,Winter,ALERT,832.9,3.594,14.572,8.1488,96.4,11.55,29.450000000000003,IoT_Timeseries,2.0,6.0,80.0,90.0,7.0
Leafy Greens,General_IoT,2.1,81.5,Winter,WARN,1379.9,5.507,15.707,8.7875,275.7,11.55,29.450000000000003,IoT_Timeseries,2.0,6.0,80.0,90.0,7.0
Leafy Greens,General_IoT,7.9,95.0,Winter,WARN,715.4,5.91,2.358,0.2046,569.6,11.55,29.450000000000003,IoT_Timeseries,2.0,6.0,80.0,90.0,7.0
Leafy Greens,General_IoT,8.0,87.3,Winter,WARN,1913.1,5.802,10.639,6.5408,446.6,11.55,29.450000000000003,IoT_Timeseries,2.0,6.0,80.0,90.0,7.0
Leafy Greens,General_IoT,5.8,90.3,Winter,WARN,613.7,6.824,17.091,3.8273,600.0,11.55,29.450000000000003,IoT_Timeseries,2.0,6.0,80.0,90.0,7.0
Leafy Greens,General_IoT,3.9,67.9,Winter,WARN,2571.1,0.636,19.252,0.8805,534.1,11.55,29.450000000000003,IoT_Timeseries,2.0,6.0,80.0,90.0,7.0
Leafy Greens,General_IoT,5.1,80.0,Winter,ALERT,2374.0,2.356,19.45,8.9107,122.3,11.55,29.450000000000003,IoT_Timeseries,2.0,6.0,80.0,90.0,7.0
Leafy Greens,General_IoT,4.9,65.9,Winter,WARN,1236.3,4.679,19.246,2.3336,358.0,11.55,29.450000000000003,IoT_Timeseries,2.0,6.0,80.0,90.0,7.0
Leafy Greens,General_IoT,2.5,69.1,Winter,ALERT,2691.2,6.24,14.709,6.5831,332.4,11.55,29.450000000000003,IoT_Timeseries,2.0,6.0,80.0,90.0,7.0
Leafy Greens,General_IoT,8.4,94.0,Winter,ALERT,788.2,1.106,18.348,5.0327,311.5,11.55,29.450000000000003,IoT_Timeseries,2.0,6.0,80.0,90.0,7.0
Leafy Greens,General_IoT,3.7,92.4,Winter,WARN,2056.7,2.437,3.969,9.0158,143.8,11.55,29.450000000000003,IoT_Timeseries,2.0,6.0,80.0,90.0,7.0
Leafy Greens,General_IoT,10.1,69.2,Winter,ALERT,2223.2,0.927,2.229,4.036,52.1,11.55,29.450000000000003,IoT_Timeseries,2.0,6.0,80.0,90.0,7.0
Leafy Greens,General_IoT,4.6,91.8,Winter,WARN,697.5,3.676,0.66,1.6667,43.6,11.55,29.450000000000003,IoT_Timeseries,2.0,6.0,80.0,90.0,7.0
Leafy Greens,General_IoT,6.9,65.9,Winter,ALERT,2280.9,1.414,15.658,9.6394,87.6,11.55,29.450000000000003,IoT_Timeseries,2.0,6.0,80.0,90.0,7.0
Leafy Greens,General_IoT,7.0,81.0,Winter,ALERT,1373.1,3.441,10.453,7.364,146.9,11.55,29.450000000000003,IoT_Timeseries,2.0,6.0,80.0,90.0,7.0
Leafy Greens,General_IoT,11.3,77.6,Winter,ALERT,968.8,3.107,13.441,9.6253,75.7,11.55,29.450000000000003,IoT_Timeseries,2.0,6.0,80.0,90.0,7.0
Leafy Greens,General_IoT,9.6,94.5,Winter,ALERT,2906.5,6.849,6.554,2.5844,224.7,11.55,29.450000000000003,IoT_Timeseries,2.0,6.0,80.0,90.0,7.0
Strawberries,General_IoT,3.1,65.1,Monsoon,OK,1419.2,4.048,6.275,4.6747,466.6,11.55,35.5,IoT_Timeseries,2.0,6.0,80.0,90.0,7.0
Strawberries,General_IoT,2.5,91.4,Monsoon,OK,2698.1,2.733,6.132,2.5532,423.7,11.55,35.5,IoT_Timeseries,2.0,6.0,80.0,90.0,7.0
Strawberries,General_IoT,6.0,66.1,Monsoon,OK,2934.9,2.607,1.655,2.5831,248.8,11.55,35.5,IoT_Timeseries,2.0,6.0,80.0,90.0,7.0
Strawberries,General_IoT,3.7,66.6,Monsoon,OK,2287.8,3.847,13.356,2.826,478.1,11.55,35.5,IoT_Timeseries,2.0,6.0,80.0,90.0,7.0
Strawberries,General_IoT,6.7,72.7,Monsoon,OK,2442.7,2.084,0.265,3.6759,408.9,11.55,35.5,IoT_Timeseries,2.0,6.0,80.0,90.0,7.0
Strawberries,General_IoT,5.2,81.5,Monsoon,WARN,1781.1,0.023,7.139,3.5574,126.3,11.55,35.5,IoT_Timeseries,2.0,6.0,80.0,90.0,7.0
Strawberries,General_IoT,5.6,89.0,Monsoon,WARN,1795.8,2.153,15.492,4.7466,19.2,11.55,35.5,IoT_Timeseries,2.0,6.0,80.0,90.0,7.0
Strawberries,General_IoT,4.3,74.3,Monsoon,OK,2106.9,4.253,4.352,1.022,443.3,11.55,35.5,IoT_Timeseries,2.0,6.0,80.0,90.0,7.0
Strawberries,General_IoT,8.7,68.0,Monsoon,WARN,2298.0,2.085,13.782,5.5692,112.5,11.55,35.5,IoT_Timeseries,2.0,6.0,80.0,90.0,7.0
Strawberries,General_IoT,6.5,83.1,Monsoon,WARN,2890.7,4.363,1.267,0.1829,16.7,11.55,35.5,IoT_Timeseries,2.0,6.0,80.0,90.0,7.0
Strawberries,General_IoT,5.2,89.7,Monsoon,WARN,2381.0,0.26,8.876,4.3454,461.2,11.55,35.5,IoT_Timeseries,2.0,6.0,80.0,90.0,7.0
Strawberries,General_IoT,7.7,87.5,Monsoon,WARN,532.4,0.551,8.117,3.7585,441.2,11.55,35.5,IoT_Timeseries,2.0,6.0,80.0,90.0,7.0
Strawberries,General_IoT,5.4,75.2,Monsoon,WARN,1278.0,0.677,2.684,2.8164,95.6,11.55,35.5,IoT_Timeseries,2.0,6.0,80.0,90.0,7.0
Strawberries,General_IoT,8.5,66.7,Monsoon,WARN,989.4,2.333,1.814,2.5434,294.0,11.55,35.5,IoT_Timeseries,2.0,6.0,80.0,90.0,7.0
Strawberries,General_IoT,9.2,82.6,Monsoon,WARN,2968.4,2.8,4.122,0.7382,112.5,11.55,35.5,IoT_Timeseries,2.0,6.0,80.0,90.0,7.0
Strawberries,General_IoT,5.7,92.1,Monsoon,WARN,873.4,0.095,4.703,4.4235,294.4,11.55,35.5,IoT_Timeseries,2.0,6.0,80.0,90.0,7.0
Strawberries,General_IoT,8.6,73.8,Monsoon,WARN,2475.8,5.084,2.24,6.054,94.7,11.55,35.5,IoT_Timeseries,2.0,6.0,80.0,90.0,7.0
Strawberries,General_IoT,7.0,76.5,Monsoon,WARN,1316.3,2.317,7.568,2.9652,213.0,11.55,35.5,IoT_Timeseries,2.0,6.0,80.0,90.0,7.0
Strawberries,General_IoT,5.4,94.5,Monsoon,WARN,2821.9,5.544,11.709,6.075,57.0,11.55,35.5,IoT_Timeseries,2.0,6.0,80.0,90.0,7.0
Strawberries,General_IoT,4.5,67.2,Monsoon,WARN,1648.9,1.174,0.162,0.2989,505.0,11.55,35.5,IoT_Timeseries,2.0,6.0,80.0,90.0,7.0
Strawberries,General_IoT,10.1,73.7,Monsoon,WARN,2623.7,1.33,8.558,0.0674,493.8,11.55,35.5,IoT_Timeseries,2.0,6.0,80.0,90.0,7.0
Strawberries,General_IoT,6.4,66.4,Monsoon,ALERT,662.4,2.269,15.497,4.75,414.7,11.55,35.5,IoT_Timeseries,2.0,6.0,80.0,90.0,7.0
Strawberries,General_IoT,12.4,72.0,Monsoon,ALERT,1829.9,1.994,1.608,5.5445,480.2,11.55,35.5,IoT_Timeseries,2.0,6.0,80.0,90.0,7.0
Strawberries,General_IoT,5.8,89.3,Monsoon,ALERT,2446.8,0.755,14.715,3.1938,304.7,11.55,35.5,IoT_Timeseries,2.0,6.0,80.0,90.0,7.0
Strawberries,General_IoT,5.2,79.8,Monsoon,WARN,2498.7,3.676,2.331,5.2943,277.8,11.55,35.5,IoT_Timeseries,2.0,6.0,80.0,90.0,7.0
Strawberries,General_IoT,11.0,87.9,Monsoon,ALERT,2511.5,1.416,8.036,2.6528,92.6,11.55,35.5,IoT_Timeseries,2.0,6.0,80.0,90.0,7.0
Cheese,General_IoT,4.6,71.1,Winter,WARN,2550.0,1.815,6.958,4.0275,379.8,11.55,35.5,IoT_Timeseries,2.0,6.0,80.0,90.0,7.0
Cheese,General_IoT,4.9,71.5,Winter,OK,1665.4,1.149,4.603,0.0797,101.0,11.55,35.5,IoT_Timeseries,2.0,6.0,80.0,90.0,7.0
Cheese,General_IoT,6.1,69.9,Winter,OK,849.2,3.836,3.945,3.5359,209.0,11.55,35.5,IoT_Timeseries,2.0,6.0,80.0,90.0,7.0
Cheese,General_IoT,3.8,77.5,Winter,OK,1051.7,3.332,0.156,1.9466,112.2,11.55,35.5,IoT_Timeseries,2.0,6.0,80.0,90.0,7.0
Cheese,General_IoT,5.7,79.3,Winter,WARN,2198.2,0.661,5.515,4.7514,224.8,11.55,35.5,IoT_Timeseries,2.0,6.0,80.0,90.0,7.0
Cheese,General_IoT,6.5,80.5,Winter,WARN,2833.9,3.079,15.302,1.2436,38.7,11.55,35.5,IoT_Timeseries,2.0,6.0,80.0,90.0,7.0
Cheese,General_IoT,2.5,90.0,Winter,WARN,2407.2,3.066,7.399,4.0673,490.4,11.55,35.5,IoT_Timeseries,2.0,6.0,80.0,90.0,7.0
Cheese,General_IoT,3.5,70.8,Winter,WARN,2106.2,2.392,5.018,4.0374,261.1,11.55,35.5,IoT_Timeseries,2.0,6.0,80.0,90.0,7.0
Cheese,General_IoT,7.6,90.9,Winter,WARN,1027.2,1.41,12.344,4.7662,251.3,11.55,35.5,IoT_Timeseries,2.0,6.0,80.0,90.0,7.0
Cheese,General_IoT,3.3,70.3,Winter,WARN,2853.6,0.567,2.326,4.2953,433.0,11.55,35.5,IoT_Timeseries,2.0,6.0,80.0,90.0,7.0
Cheese,General_IoT,2.8,88.4,Winter,WARN,809.8,2.052,14.129,1.6759,436.9,11.55,35.5,IoT_Timeseries,2.0,6.0,80.0,90.0,7.0
Cheese,General_IoT,3.2,77.7,Winter,OK,1904.3,4.712,3.317,1.0392,25.1,11.55,35.5,IoT_Timeseries,2.0,6.0,80.0,90.0,7.0
Cheese,General_IoT,8.2,85.4,Winter,WARN,1098.5,0.348,13.427,3.2563,456.3,11.55,35.5,IoT_Timeseries,2.0,6.0,80.0,90.0,7.0
Cheese,General_IoT,8.5,67.4,Winter,WARN,2802.0,4.362,7.22,5.2935,362.2,11.55,35.5,IoT_Timeseries,2.0,6.0,80.0,90.0,7.0
Cheese,General_IoT,5.1,73.4,Winter,WARN,1901.7,4.921,13.986,2.6963,301.7,11.55,35.5,IoT_Timeseries,2.0,6.0,80.0,90.0,7.0
Cheese,General_IoT,2.4,81.9,Winter,WARN,2327.7,1.86,12.402,0.3725,466.3,11.55,35.5,IoT_Timeseries,2.0,6.0,80.0,90.0,7.0
Cheese,General_IoT,7.8,79.8,Winter,WARN,1806.4,5.191,1.444,0.7402,212.3,11.55,35.5,IoT_Timeseries,2.0,6.0,80.0,90.0,7.0
Cheese,General_IoT,6.1,68.8,Winter,WARN,1519.2,2.298,6.968,2.0795,99.6,11.55,35.5,IoT_Timeseries,2.0,6.0,80.0,90.0,7.0
Cheese,General_IoT,5.0,82.6,Winter,WARN,460.8,2.988,12.143,3.5171,168.5,11.55,35.5,IoT_Timeseries,2.0,6.0,80.0,90.0,7.0
Cheese,General_IoT,8.1,65.7,Winter,WARN,515.9,4.221,0.172,0.6651,514.9,11.55,35.5,IoT_Timeseries,2.0,6.0,80.0,90.0,7.0
Cheese,General_IoT,8.6,91.5,Winter,WARN,1019.3,1.562,0.554,3.778,28.3,11.55,35.5,IoT_Timeseries,2.0,6.0,80.0,90.0,7.0
Cheese,General_IoT,3.6,65.2,Winter,WARN,836.2,0.254,6.078,5.3433,490.1,11.55,35.5,IoT_Timeseries,2.0,6.0,80.0,90.0,7.0
Cheese,General_IoT,8.6,73.5,Winter,ALERT,2470.2,0.213,11.747,5.7819,320.2,11.55,35.5,IoT_Timeseries,2.0,6.0,80.0,90.0,7.0
Cheese,General_IoT,7.1,91.3,Winter,WARN,1165.8,5.608,4.236,4.0026,80.6,11.55,35.5,IoT_Timeseries,2.0,6.0,80.0,90.0,7.0
Cheese,General_IoT,8.9,87.6,Winter,ALERT,635.2,0.366,15.307,5.3981,414.2,11.55,35.5,IoT_Timeseries,2.0,6.0,80.0,90.0,7.0
Cheese,General_IoT,8.0,68.5,Winter,WARN,1031.1,1.236,8.638,3.3294,176.2,11.55,35.5,IoT_Timeseries,2.0,6.0,80.0,90.0,7.0
Cheese,General_IoT,7.4,67.8,Winter,ALERT,928.2,3.923,7.887,5.6416,327.6,11.55,35.5,IoT_Timeseries,2.0,6.0,80.0,90.0,7.0
Cheese,General_IoT,3.6,86.7,Winter,WARN,733.1,5.99,7.455,3.352,91.9,11.55,35.5,IoT_Timeseries,2.0,6.0,80.0,90.0,7.0
Cheese,General_IoT,5.8,88.0,Winter,ALERT,468.8,1.022,10.165,5.3708,301.0,11.55,35.5,IoT_Timeseries,2.0,6.0,80.0,90.0,7.0
Cheese,General_IoT,5.2,66.9,Winter,ALERT,2196.8,2.276,15.309,2.3008,157.9,11.55,35.5,IoT_Timeseries,2.0,6.0,80.0,90.0,7.0
Cheese,General_IoT,8.6,78.2,Winter,ALERT,2785.0,0.916,8.298,3.4494,545.6,11.55,35.5,IoT_Timeseries,2.0,6.0,80.0,90.0,7.0
Cheese,General_IoT,3.2,81.4,Winter,WARN,2241.3,5.188,4.579,2.3779,522.5,11.55,35.5,IoT_Timeseries,2.0,6.0,80.0,90.0,7.0
Cheese,General_IoT,5.0,79.8,Winter,ALERT,1393.7,6.347,10.457,6.6575,429.7,11.55,35.5,IoT_Timeseries,2.0,6.0,80.0,90.0,7.0
Cheese,General_IoT,8.2,79.0,Winter,WARN,1811.5,2.865,5.275,0.4334,297.9,11.55,35.5,IoT_Timeseries,2.0,6.0,80.0,90.0,7.0
Cheese,General_IoT,5.4,88.8,Winter,ALERT,750.9,0.13,14.509,3.9211,232.0,11.55,35.5,IoT_Timeseries,2.0,6.0,80.0,90.0,7.0
Cheese,General_IoT,4.6,88.4,Winter,ALERT,2674.7,0.546,13.563,4.5208,104.2,11.55,35.5,IoT_Timeseries,2.0,6.0,80.0,90.0,7.0
Cheese,General_IoT,6.5,88.9,Winter,ALERT,2827.9,5.15,7.547,7.7922,261.3,11.55,35.5,IoT_Timeseries,2.0,6.0,80.0,90.0,7.0
Cheese,General_IoT,3.1,90.5,Winter,WARN,840.8,6.271,3.023,0.6871,330.2,11.55,35.5,IoT_Timeseries,2.0,6.0,80.0,90.0,7.0
Cheese,General_IoT,8.7,69.0,Winter,ALERT,1436.1,5.736,4.931,2.7552,485.0,11.55,35.5,IoT_Timeseries,2.0,6.0,80.0,90.0,7.0
Cheese,General_IoT,9.5,65.6,Winter,ALERT,1002.2,5.09,1.408,0.6786,134.3,11.55,35.5,IoT_Timeseries,2.0,6.0,80.0,90.0,7.0
Cheese,General_IoT,7.4,93.5,Winter,ALERT,977.7,4.867,16.191,3.443,22.1,11.55,35.5,IoT_Timeseries,2.0,6.0,80.0,90.0,7.0
Cheese,General_IoT,6.0,92.7,Winter,ALERT,2345.7,0.394,15.788,8.0001,506.1,11.55,35.5,IoT_Timeseries,2.0,6.0,80.0,90.0,7.0
Leafy Greens,General_IoT,4.5,77.8,Winter,OK,781.2,0.566,3.344,4.9152,444.2,11.55,29.450000000000003,IoT_Timeseries,2.0,6.0,80.0,90.0,7.0
Leafy Greens,General_IoT,5.7,67.8,Winter,OK,1531.7,1.008,2.058,0.4957,181.0,11.55,29.450000000000003,IoT_Timeseries,2.0,6.0,80.0,90.0,7.0
Leafy Greens,General_IoT,5.9,80.7,Winter,OK,1639.2,4.686,6.387,0.1633,434.2,11.55,29.450000000000003,IoT_Timeseries,2.0,6.0,80.0,90.0,7.0
Leafy Greens,General_IoT,8.8,91.4,Winter,WARN,2503.0,4.379,7.195,0.5164,281.9,11.55,29.450000000000003,IoT_Timeseries,2.0,6.0,80.0,90.0,7.0
Leafy Greens,General_IoT,6.3,70.1,Winter,WARN,1856.9,1.394,6.858,1.4221,392.8,11.55,29.450000000000003,IoT_Timeseries,2.0,6.0,80.0,90.0,7.0
Leafy Greens,General_IoT,4.5,89.7,Winter,WARN,1888.8,3.959,6.909,0.0574,188.7,11.55,29.450000000000003,IoT_Timeseries,2.0,6.0,80.0,90.0,7.0
Leafy Greens,General_IoT,4.8,66.2,Winter,WARN,2189.4,2.738,2.698,4.022,143.6,11.55,29.450000000000003,IoT_Timeseries,2.0,6.0,80.0,90.0,7.0
Leafy Greens,General_IoT,9.5,74.4,Winter,WARN,2329.0,0.493,4.18,3.9791,127.7,11.55,29.450000000000003,IoT_Timeseries,2.0,6.0,80.0,90.0,7.0
Chicken,General_IoT,5.8,73.8,Spring,OK,1584.6,2.618,14.343,1.379,233.9,11.55,35.5,IoT_Timeseries,2.0,6.0,80.0,90.0,7.0
Chicken,General_IoT,4.7,90.7,Spring,OK,2684.0,2.076,3.846,2.3368,342.9,11.55,35.5,IoT_Timeseries,2.0,6.0,80.0,90.0,7.0
Chicken,General_IoT,7.4,76.2,Spring,OK,1745.6,0.181,9.256,0.3086,233.7,11.55,35.5,IoT_Timeseries,2.0,6.0,80.0,90.0,7.0
Chicken,General_IoT,5.4,85.9,Spring,OK,2089.5,1.97,12.732,1.4967,126.7,11.55,35.5,IoT_Timeseries,2.0,6.0,80.0,90.0,7.0
Chicken,General_IoT,6.1,82.8,Spring,OK,1038.7,2.517,0.417,2.341,115.1,11.55,35.5,IoT_Timeseries,2.0,6.0,80.0,90.0,7.0
Chicken,General_IoT,4.2,70.5,Spring,OK,876.9,4.461,6.319,4.8477,329.9,11.55,35.5,IoT_Timeseries,2.0,6.0,80.0,90.0,7.0
Chicken,General_IoT,5.8,80.1,Spring,OK,1256.7,4.382,9.326,2.1219,387.2,11.55,35.5,IoT_Timeseries,2.0,6.0,80.0,90.0,7.0
Chicken,General_IoT,7.8,91.1,Spring,WARN,1709.7,2.125,7.513,4.0656,168.1,11.55,35.5,IoT_Timeseries,2.0,6.0,80.0,90.0,7.0
Chicken,General_IoT,4.2,72.9,Spring,OK,2626.8,3.784,6.677,0.4385,447.3,11.55,35.5,IoT_Timeseries,2.0,6.0,80.0,90.0,7.0
Chicken,General_IoT,9.5,77.1,Spring,WARN,823.4,3.655,14.709,4.9613,250.1,11.55,35.5,IoT_Timeseries,2.0,6.0,80.0,90.0,7.0
Chicken,General_IoT,7.0,74.7,Spring,WARN,2697.3,4.426,3.265,2.6892,243.3,11.55,35.5,IoT_Timeseries,2.0,6.0,80.0,90.0,7.0
Chicken,General_IoT,6.4,82.6,Spring,WARN,810.1,3.828,3.3,3.1063,496.4,11.55,35.5,IoT_Timeseries,2.0,6.0,80.0,90.0,7.0
Chicken,General_IoT,10.8,65.6,Spring,WARN,1133.9,3.423,12.556,2.4945,23.8,11.55,35.5,IoT_Timeseries,2.0,6.0,80.0,90.0,7.0
Chicken,General_IoT,9.0,65.1,Spring,ALERT,1072.0,0.918,9.838,5.9561,129.2,11.55,35.5,IoT_Timeseries,2.0,6.0,80.0,90.0,7.0
Chicken,General_IoT,10.8,67.3,Spring,WARN,2284.2,2.693,1.831,5.2634,12.9,11.55,35.5,IoT_Timeseries,2.0,6.0,80.0,90.0,7.0
Chicken,General_IoT,7.6,80.8,Spring,WARN,2645.6,5.251,12.441,0.6301,347.0,11.55,35.5,IoT_Timeseries,2.0,6.0,80.0,90.0,7.0
Pork Loin,General_IoT,2.3,69.7,Monsoon,OK,2040.1,4.4,0.638,1.0179,261.5,11.55,35.5,IoT_Timeseries,2.0,6.0,80.0,90.0,7.0
Pork Loin,General_IoT,7.2,77.1,Monsoon,OK,1774.6,2.079,9.01,0.8693,436.4,11.55,35.5,IoT_Timeseries,2.0,6.0,80.0,90.0,7.0
Pork Loin,General_IoT,2.1,80.2,Monsoon,OK,1906.6,2.886,5.151,3.3106,240.7,11.55,35.5,IoT_Timeseries,2.0,6.0,80.0,90.0,7.0
Pork Loin,General_IoT,4.6,68.4,Monsoon,OK,1959.6,4.38,13.594,0.8849,243.3,11.55,35.5,IoT_Timeseries,2.0,6.0,80.0,90.0,7.0
Pork Loin,General_IoT,3.5,66.7,Monsoon,OK,2369.3,4.799,2.699,1.0354,458.9,11.55,35.5,IoT_Timeseries,2.0,6.0,80.0,90.0,7.0
Pork Loin,General_IoT,5.8,70.5,Monsoon,OK,1058.0,3.542,15.374,4.6552,458.2,11.55,35.5,IoT_Timeseries,2.0,6.0,80.0,90.0,7.0
Pork Loin,General_IoT,6.2,77.2,Monsoon,OK,448.3,4.909,1.404,5.2434,240.2,11.55,35.5,IoT_Timeseries,2.0,6.0,80.0,90.0,7.0
Pork Loin,General_IoT,5.6,89.5,Monsoon,OK,2231.0,2.003,3.899,4.1705,10.4,11.55,35.5,IoT_Timeseries,2.0,6.0,80.0,90.0,7.0
Pork Loin,General_IoT,4.6,77.7,Monsoon,OK,1703.2,2.882,1.251,2.4794,195.8,11.55,35.5,IoT_Timeseries,2.0,6.0,80.0,90.0,7.0
Pork Loin,General_IoT,4.9,90.2,Monsoon,OK,2737.0,0.651,8.639,4.9309,298.4,11.55,35.5,IoT_Timeseries,2.0,6.0,80.0,90.0,7.0
Pork Loin,General_IoT,8.9,71.9,Monsoon,WARN,499.9,2.555,6.452,4.4977,504.8,11.55,35.5,IoT_Timeseries,2.0,6.0,80.0,90.0,7.0
Pork Loin,General_IoT,6.0,79.5,Monsoon,OK,2769.6,4.979,14.199,0.7824,35.8,11.55,35.5,IoT_Timeseries,2.0,6.0,80.0,90.0,7.0
Pork Loin,General_IoT,5.2,65.3,Monsoon,OK,1484.1,2.546,1.177,5.5512,309.9,11.55,35.5,IoT_Timeseries,2.0,6.0,80.0,90.0,7.0
Pork Loin,General_IoT,8.9,93.4,Monsoon,OK,2109.0,5.124,2.5,3.5951,499.0,11.55,35.5,IoT_Timeseries,2.0,6.0,80.0,90.0,7.0
Pork Loin,General_IoT,5.1,86.3,Monsoon,OK,1572.4,5.224,3.072,2.655,166.0,11.55,35.5,IoT_Timeseries,2.0,6.0,80.0,90.0,7.0
Pork Loin,General_IoT,8.7,91.9,Monsoon,WARN,2514.1,1.149,1.569,3.2306,108.2,11.55,35.5,IoT_Timeseries,2.0,6.0,80.0,90.0,7.0
Pork Loin,General_IoT,7.8,66.5,Monsoon,WARN,2945.1,5.394,11.593,0.9219,332.0,11.55,35.5,IoT_Timeseries,2.0,6.0,80.0,90.0,7.0
